# source; base term; pitch accent
nhk;オートマチック;おꜛうとまꜜちっく
nhk;オートミール;おꜛうとみꜜいる
nhk;オートメーション;おꜛうとめꜜえしょん
nhk;大伴家持;おꜛうとものやかꜜもち
nhk;大伴家持;おꜛおとものやかꜜもち
nhk;大伴家持;ꜛおうともꜜのやꜛかꜜもち
nhk;大伴家持;ꜛおおともꜜのやꜛかꜜもち
nhk;大とら;おꜛうとら
nhk;大虎;おꜛうとら
nhk;大とら;おꜛおとら
nhk;大虎;おꜛおとら
nhk;大鳥居;おꜛうとꜜりい
nhk;大鳥居;おꜛおとꜜりい
nhk;オートレース;おꜛうとれꜜえす
nhk;オートロック;おꜛうとろꜜっく
nhk;媼;ꜛおꜜうな
nhk;オーナー;ꜛおꜜうなあ
nhk;オーナードライバー;おꜛうなあどらꜜいばあ
nhk;大なぎなた;おꜛうなꜜぎ~なた
nhk;大薙刀;おꜛうなꜜぎ~なた
nhk;大なぎなた;おꜛおなꜜぎ~なた
nhk;大薙刀;おꜛおなꜜぎ~なた
nhk;大なぎなた;おꜛうなぎ~ꜜなた
nhk;大薙刀;おꜛうなぎ~ꜜなた
nhk;大なぎなた;おꜛおなぎ~ꜜなた
nhk;大薙刀;おꜛおなぎ~ꜜなた
nhk;大なた;おꜛうなた
nhk;大鉈;おꜛうなた
nhk;大なた;おꜛおなた
nhk;大鉈;おꜛおなた
nhk;大名題;おꜛうなꜜだい
nhk;大名題;おꜛおなꜜだい
nhk;押なつ;おꜛうなつ
nhk;押捺;おꜛうなつ
nhk;大波;おꜛうなみ
nhk;大波;おꜛおなみ
nhk;大入道;おꜛうにゅꜜうどう
nhk;大入道;おꜛおにゅꜜうどう
nhk;大人数;おꜛうにꜜんずう
nhk;大人数;おꜛおにꜜんずう
nhk;大ぬさ;おꜛうぬさ
nhk;大幣;おꜛうぬさ
nhk;大麻;おꜛうぬさ
nhk;大ぬさ;おꜛおぬさ
nhk;大幣;おꜛおぬさ
nhk;大麻;おꜛおぬさ
nhk;黄熱病;おꜛうねつびょう
nhk;往年;おꜛうねん
nhk;おう悩;おꜛうのう
nhk;懊悩;おꜛうのう
nhk;大のこぎり;おꜛうのꜜこぎ~り
nhk;大鋸;おꜛうのꜜこぎ~り
nhk;大のこぎり;おꜛおのꜜこぎ~り
nhk;大鋸;おꜛおのꜜこぎ~り
nhk;大のこぎり;おꜛうのこꜜぎ~り
nhk;大鋸;おꜛうのこꜜぎ~り
nhk;大のこぎり;おꜛおのこꜜぎ~り
nhk;大鋸;おꜛおのこꜜぎ~り
nhk;大葉;おꜛうば
nhk;大葉;おꜛおば
nhk;オーバー;ꜛおꜜうばあ
nhk;オーバーオール;おꜛうばあおꜜうる
nhk;オーバーコート;おꜛうばあこꜜうと
nhk;オーバーシューズ;おꜛうばあしゅꜜうず
nhk;オーバースロー;おꜛうばあすろꜜう
nhk;オーバースロー;おꜛうばあすꜜろう
nhk;オーバーヒート;おꜛうばあひꜜいと
nhk;オーバーホール;おꜛうばあほꜜうる
nhk;オーバーラップ;おꜛうばあらꜜっぷ
nhk;オーバーワーク;おꜛうばあわꜜあく
nhk;大ばか;おꜛうばか
nhk;大馬鹿;おꜛうばか
nhk;大ばか;おꜛおばか
nhk;大馬鹿;おꜛおばか
nhk;大ばか;おꜛうばꜜか
nhk;大馬鹿;おꜛうばꜜか
nhk;大ばか;おꜛおばꜜか
nhk;大馬鹿;おꜛおばꜜか
nhk;大ばか;ꜛおꜜうばか
nhk;大馬鹿;ꜛおꜜうばか
nhk;大ばか;ꜛおꜜおばか
nhk;大馬鹿;ꜛおꜜおばか
nhk;車前草;おꜛうばこ
nhk;車前草;おꜛおばこ
nhk;大橋;ꜛおꜜうはし
nhk;大橋;ꜛおꜜおはし
nhk;大場所;おꜛうばしょ
nhk;大場所;おꜛおばしょ
nhk;大花火;おꜛうはꜜなび
nhk;大花火;おꜛおはꜜなび
nhk;大幅;おꜛうはば
nhk;大幅;おꜛおはば
nhk;大幅;おꜛうはばꜜ
nhk;大幅;おꜛおはばꜜ
nhk;大はやり;おꜛうはꜜやり
nhk;大はやり;おꜛおはꜜやり
nhk;大はらい;おꜛうはꜜらい
nhk;大祓い;おꜛうはꜜらい
nhk;大はらい;おꜛおはꜜらい
nhk;大祓い;おꜛおはꜜらい
nhk;大はらえ;おꜛうはꜜらえ
nhk;大祓え;おꜛうはꜜらえ
nhk;大はらえ;おꜛおはꜜらえ
nhk;大祓え;おꜛおはꜜらえ
nhk;凹版;おꜛうはん
nhk;大番;おꜛうばん
nhk;大番;おꜛおばん
nhk;大判;おꜛうばん
nhk;大判;おꜛおばん
nhk;大番頭;おꜛうばꜜんとう
nhk;大番頭;おꜛおばꜜんとう
nhk;大盤ぶるまい;おꜛうばんぶꜜるまい
nhk;大盤ぶるまい;おꜛおばんぶꜜるまい
nhk;王妃;ꜛおꜜうひ
nhk;オービー;おꜛうびꜜい
nhk;大引け;おꜛうびけ
nhk;大引け;おꜛおびけ
nhk;大広間;おꜛうひꜜろま
nhk;大広間;おꜛおひꜜろま
nhk;大風;ꜛおꜜうふう
nhk;大風;ꜛおꜜおふう
nhk;欧風;おꜛうふう
nhk;往復;おꜛうふ*く
nhk;往復切符;おꜛうふ*くき~ꜜっぷ
nhk;大舞台;おꜛうぶꜜたい
nhk;大舞台;おꜛおぶꜜたい
nhk;オープニング;おꜛうぷにんぐ~
nhk;オープニング;ꜛおꜜうぷにんぐ~
nhk;大船;おꜛうぶね
nhk;大船;おꜛおぶね
nhk;大吹雪;おꜛうふꜜぶき
nhk;大吹雪;おꜛおふꜜぶき
nhk;大降り;おꜛうぶり
nhk;大降り;おꜛおぶり
nhk;大ぶり;おꜛうぶり
nhk;大ぶり;おꜛおぶり
nhk;大ぶろしき;おꜛうぶꜜろし*き
nhk;大風呂敷;おꜛうぶꜜろし*き
nhk;大ぶろしき;おꜛおぶꜜろし*き
nhk;大風呂敷;おꜛおぶꜜろし*き
nhk;オーブン;ꜛおꜜうぶん
nhk;欧文;おꜛうぶん
nhk;応分;おꜛうぶん
nhk;オープン;ꜛおꜜうぷん
nhk;オープンカー;おꜛうぷꜜんかあ
nhk;オープンカー;おꜛうぷんかꜜあ
nhk;オープンシャツ;おꜛうぷんしゃꜜつ
nhk;オープンセット;おꜛうぷんせꜜっと
nhk;オープン戦;おꜛうぷんせん
nhk;横柄;ꜛおꜜうへい
nhk;欧米;おꜛうべい
nhk;大部屋;おꜛうべや
nhk;大部屋;おꜛおべや
nhk;黄変米;おꜛうへんまい
nhk;応募;ꜛおꜜうぼ
nhk;応募;おꜛうぼ
nhk;オーボエ;ꜛおꜜうぼえ
nhk;オーボエ;おꜛうぼえ
nhk;王法;おꜛうほう
nhk;応報;おꜛうほう
nhk;横暴;おꜛうぼう
nhk;応募者;おꜛうぼꜜしゃ
nhk;大まか;おꜛうまか
nhk;大まか;おꜛおまか
nhk;大負け;おꜛうまけ
nhk;大負け;おꜛおまけ
nhk;大負け;おꜛうまけꜜ
nhk;大負け;おꜛおまけꜜ
nhk;大まじめ;おꜛうまꜜじめ
nhk;大まじめ;おꜛおまꜜじめ
nhk;大また;おꜛうまた
nhk;大股;おꜛうまた
nhk;大また;おꜛおまた
nhk;大股;おꜛおまた
nhk;大まちがい;おꜛうまꜜちが~い
nhk;大まちがい;おꜛおまꜜちが~い
nhk;大回り;おꜛうまꜜわり
nhk;大回り;おꜛおまꜜわり
nhk;大身;おꜛうみ
nhk;大身;おꜛおみ
nhk;大見得;おꜛうみえ
nhk;大見得;おꜛおみえ
nhk;大見得;おꜛうみえꜜ
nhk;大見得;おꜛおみえꜜ
nhk;大見得;おꜛうみꜜえ
nhk;大見得;おꜛおみꜜえ
nhk;近江商人;おꜛうみしょꜜうにん
nhk;大水;おꜛうみꜜず
nhk;大水;おꜛおみꜜず
nhk;大水;おꜛうみず
nhk;大水;おꜛおみず
nhk;大水;ꜛおꜜうみず
nhk;大水;ꜛおꜜおみず
nhk;大みそ;おꜛうみꜜそ
nhk;大味噌;おꜛうみꜜそ
nhk;大みそ;おꜛおみꜜそ
nhk;大味噌;おꜛおみꜜそ
nhk;大みそか;おꜛうみꜜそか
nhk;大晦日;おꜛうみꜜそか
nhk;大みそか;おꜛおみꜜそか
nhk;大晦日;おꜛおみꜜそか
nhk;近江八景;おꜛうみはꜜっけい
nhk;大宮人;おꜛうみやꜜびと
nhk;大宮人;おꜛおみやꜜびと
nhk;大み世;おꜛうみꜜよ
nhk;大御世;おꜛうみꜜよ
nhk;大み世;おꜛおみꜜよ
nhk;大御世;おꜛおみꜜよ
nhk;オーム;ꜛおꜜうむ
nhk;鸚鵡;おꜛうむ
nhk;おうむ石;おꜛうむꜜいし
nhk;鸚鵡石;おꜛうむꜜいし
nhk;おうむ貝;おꜛうむꜜが~い
nhk;鸚鵡貝;おꜛうむꜜが~い
nhk;おうむ返し;おꜛうむが~ꜜえし
nhk;鸚鵡返し;おꜛうむが~ꜜえし
nhk;大昔;おꜛうむꜜかし
nhk;大昔;おꜛおむꜜかし
nhk;大麦;おꜛうむぎ~
nhk;大麦;おꜛおむぎ~
nhk;大麦;おꜛうむꜜぎ~
nhk;大麦;おꜛおむꜜぎ~
nhk;大向こう;おꜛうむꜜこう
nhk;大向こう;おꜛおむꜜこう
nhk;おうむ石;おꜛうむꜜせき
nhk;鸚鵡石;おꜛうむꜜせき
nhk;概ね;おꜛうむね
nhk;概ね;おꜛおむね
nhk;おうむ病;おꜛうむびょう
nhk;鸚鵡病;おꜛうむびょう
nhk;多め;おꜛうめ
nhk;多め;おꜛおめ
nhk;多め;おꜛうめꜜ
nhk;多め;おꜛおめꜜ
nhk;大目;おꜛうめ
nhk;大目;おꜛおめ
nhk;王命;おꜛうめい
nhk;大飯;ꜛおꜜうめし
nhk;大飯;ꜛおꜜおめし
nhk;大飯;おꜛうめし
nhk;大飯;おꜛおめし
nhk;大目玉;おꜛうめꜜだま
nhk;大目玉;おꜛおめꜜだま
nhk;大目付;おꜛうめꜜつ*け
nhk;大目付;おꜛおめꜜつ*け
nhk;青梅綿;おꜛうめꜜわた
nhk;凹面;おꜛうめん
nhk;凹面鏡;おꜛうめんきょう
nhk;大もうけ;おꜛうもꜜうけ
nhk;大もうけ;おꜛおもꜜうけ
nhk;大文字;おꜛうもじ
nhk;大文字;おꜛおもじ
nhk;大もて;おꜛうもて
nhk;大持て;おꜛうもて
nhk;大もて;おꜛおもて
nhk;大持て;おꜛおもて
nhk;大本;おꜛうもと
nhk;大本;おꜛおもと
nhk;大物;おꜛうもの
nhk;大物;おꜛおもの
nhk;大盛り;おꜛうもり
nhk;大盛り;おꜛおもり
nhk;大門;ꜛおꜜうもん
nhk;大門;ꜛおꜜおもん
nhk;大家;ꜛおꜜうや
nhk;大家;ꜛおꜜおや
nhk;大谷石;おꜛうやꜜいし
nhk;大谷石;おꜛおやꜜいし
nhk;公;おꜛうやけ
nhk;公;おꜛおやけ
nhk;公ざた;おꜛうやけざた
nhk;公沙汰;おꜛうやけざた
nhk;公ざた;おꜛおやけざた
nhk;公沙汰;おꜛおやけざた
nhk;大やけど;おꜛうやꜜけど
nhk;大火傷;おꜛうやꜜけど
nhk;大やけど;おꜛおやꜜけど
nhk;大火傷;おꜛおやꜜけど
nhk;大やしま;おꜛうやꜜしま
nhk;大八洲;おꜛうやꜜしま
nhk;大やしま;おꜛおやꜜしま
nhk;大八洲;おꜛおやꜜしま
nhk;大安売り;おꜛうやすꜜうり
nhk;大安売り;おꜛおやすꜜうり
nhk;大安売り;おꜛうやꜜすうり
nhk;大安売り;おꜛおやꜜすうり
nhk;大屋根;おꜛうやꜜね
nhk;大屋根;おꜛおやꜜね
nhk;大山;おꜛうやま
nhk;大山;おꜛおやま
nhk;大雪;おꜛうゆき
nhk;大雪;おꜛおゆき
nhk;大雪警報;おꜛうゆき*けꜜいほう
nhk;大雪警報;おꜛおゆき*けꜜいほう
nhk;大雪注意報;おꜛうゆき*ちゅういꜜほう
nhk;大雪注意報;おꜛおゆき*ちゅういꜜほう
nhk;応用;おꜛうよう
nhk;鷹揚;おꜛうよう
nhk;鷹揚;ꜛおꜜうよう
nhk;おおよそ;おꜛうよそ
nhk;おおよそ;おꜛおよそ
nhk;大喜び;おꜛうよꜜろこび
nhk;大喜び;おꜛおよꜜろこび
nhk;オーライ;ꜛおꜜうらい
nhk;往来;おꜛうらい
nhk;往来止め;おꜛうらいどめ
nhk;往来端;おꜛうらいばた
nhk;おおらか;おꜛおꜜらか
nhk;おおらか;おꜛうらꜜか
nhk;おおらか;おꜛおらꜜか
nhk;横領;おꜛうりょう
nhk;横領罪;おꜛうりょꜜうざい
nhk;横領罪;おꜛうりょうざい
nhk;黄りん;おꜛうりん
nhk;黄燐;おꜛうりん
nhk;オール;おꜛうる
nhk;オールナイト;おꜛうるなꜜいと
nhk;オールバック;おꜛうるばꜜっく
nhk;オールマイティー;おꜛうるまꜜいてぃい
nhk;オールラウンド;おꜛうるらꜜうんど
nhk;凹レンズ;おꜛうれꜜんず
nhk;往路;ꜛおꜜうろ
nhk;オーロラ;おꜛうろら
nhk;大枠;おꜛうわく
nhk;大枠;おꜛおわく
nhk;大業;おꜛうわざ
nhk;大業;おꜛおわざ
nhk;大技;おꜛうわざ
nhk;大技;おꜛおわざ
nhk;大業物;おꜛうわざもの
nhk;大業物;おꜛおわざもの
nhk;大業物;おꜛうわざꜜもの
nhk;大業物;おꜛおわざꜜもの
nhk;大患い;おꜛうわꜜずらい
nhk;大患い;おꜛおわꜜずらい
nhk;大笑い;おꜛうわꜜらい
nhk;大笑い;おꜛおわꜜらい
nhk;大わらわ;おꜛうわꜜらわ
nhk;大童;おꜛうわꜜらわ
nhk;大わらわ;おꜛおわꜜらわ
nhk;大童;おꜛおわꜜらわ
nhk;大割引;おꜛうわꜜりびき
nhk;大割引;おꜛおわꜜりびき
nhk;丘;おꜛか
nhk;岡;おꜛか
nhk;お母さん;おꜛかꜜあさん
nhk;お母様;おꜛかꜜあさま
nhk;お買い上げ;おꜛかいあげ~
nhk;お蚕ぐるみ;おꜛかいこぐ~ꜜるみ
nhk;お抱え;おꜛかかえ
nhk;御欠;おꜛかꜜき
nhk;大鋸屑;おꜛが~くꜜず
nhk;お隠れ;おꜛかくれ
nhk;お陰;おꜛかげ~
nhk;お陰様;おꜛかげ~さま
nhk;お飾り;おꜛかざり
nhk;お飾り;おꜛかꜜざり
nhk;小笠原流;おꜛが~さわらりゅう
nhk;お菓子;おꜛかꜜし
nhk;可笑しい;おꜛかしꜜい
nhk;犯し難い;おꜛかしが~たꜜい
nhk;おかしがる;おꜛかしが~ꜜる
nhk;おかしげ;おꜛかしꜜげ~
nhk;おかしさ;おꜛかꜜし*さ
nhk;おかしさ;おꜛかし*ꜜさ
nhk;おかしな;おꜛかꜜしな
nhk;可笑しみ;おꜛかしみꜜ
nhk;可笑しみ;おꜛかしみ
nhk;可笑しみ;おꜛかしꜜみ
nhk;おか蒸気;おꜛかじょꜜうき
nhk;陸蒸気;おꜛかじょꜜうき
nhk;尾頭付き;おꜛかしらつ*き
nhk;尾頭付き;おꜛかしらꜜつ*き
nhk;お柏;おꜛかしわ
nhk;犯す;おꜛかꜜす
nhk;冒す;おꜛかꜜす
nhk;侵す;おꜛかꜜす
nhk;犯す;おꜛかす
nhk;冒す;おꜛかす
nhk;侵す;おꜛかす
nhk;御数;おꜛかず
nhk;おか釣り;おꜛかずり
nhk;陸釣り;おꜛかずり
nhk;おか釣り;おꜛかづり
nhk;陸釣り;おꜛかづり
nhk;御方;おꜛかた
nhk;おかちん;おꜛかꜜちん
nhk;お河童;おꜛかっぱ
nhk;おかっ引き;おꜛかっぴ*き
nhk;岡っ引き;おꜛかっぴ*き
nhk;お門違い;おꜛかどちꜜが~い
nhk;お金;おꜛかね
nhk;おか場所;おꜛかばしょ
nhk;岡場所;おꜛかばしょ
nhk;お株;おꜛかぶ
nhk;陸稲;おꜛかぼ
nhk;岡惚れ;おꜛかぼれ
nhk;お構い;おꜛかまい
nhk;お構いなし;おꜛかまいなꜜし
nhk;お上;おꜛかꜜみ
nhk;女将;おꜛかꜜみ
nhk;主婦;おꜛかꜜみ
nhk;女将さん;おꜛかみさん
nhk;主婦さん;おꜛかみさん
nhk;拝み打ち;おꜛが~みうち
nhk;拝み打ち;おꜛが~みꜜうち
nhk;拝み倒す;おꜛが~みたおꜜす
nhk;拝み倒す;おꜛが~みたおす
nhk;拝む;おꜛが~ꜜむ
nhk;おかめ;おꜛかꜜめ
nhk;おか目八目;おꜛかめはちꜜもく
nhk;傍目八目;おꜛかめはちꜜもく
nhk;おか持ち;おꜛかもち
nhk;岡持ち;おꜛかもち
nhk;おか焼き;おꜛかやき
nhk;傍焼き;おꜛかやき
nhk;岡山;おꜛかꜜやま
nhk;おか湯;おꜛかゆ
nhk;陸湯;おꜛかゆ
nhk;粥;おꜛかゆ
nhk;おから;おꜛから
nhk;麻幹;おꜛが~ら
nhk;オカリナ;おꜛかりな
nhk;オカルト;おꜛかると
nhk;オカルト;おꜛかꜜると
nhk;御厠;おꜛかꜜわ
nhk;小川;おꜛが~わ
nhk;お変わり;おꜛかわり
nhk;お変わり;おꜛかꜜわり
nhk;悪寒;おꜛかん
nhk;おかん番;おꜛかんばん
nhk;お燗番;おꜛかんばん
nhk;お冠;おꜛかんむり
nhk;沖;おꜛき
nhk;懊;おꜛき
nhk;荻;ꜛおꜜぎ~
nhk;沖合;おꜛきあい
nhk;沖合漁業;おꜛきあいぎょꜜぎ~ょう
nhk;起き上がりこぼし;おꜛきあが~りこꜜぼし
nhk;起き上がり小法師;おꜛきあが~りこꜜぼし
nhk;起き上がりこぼし;おꜛきゃが~りこꜜぼし
nhk;起き上がり小法師;おꜛきゃが~りこꜜぼし
nhk;起き上がる;おꜛきあが~ꜜる
nhk;起き上がる;おꜛきあが~る
nhk;置き石;おꜛきいし
nhk;沖売り;おꜛきうり
nhk;荻江節;おꜛぎ~えぶし
nhk;置き換える;おꜛき*かえꜜる
nhk;置き換える;おꜛき*かꜜえる
nhk;沖がかり;おꜛきが~ꜜかり
nhk;沖繋り;おꜛきが~ꜜかり
nhk;起きかけ;おꜛき*かけ
nhk;置き傘;おꜛきが~さ
nhk;置き薬;おꜛきぐ~ꜜすり
nhk;置き碁;おꜛきご~
nhk;置き碁;おꜛきꜜご~
nhk;置きごたつ;おꜛきご~ꜜたつ
nhk;置き炬燵;おꜛきご~ꜜたつ
nhk;御妃;おꜛき*ꜜさき
nhk;置き去り;おꜛきざり
nhk;置き去る;おꜛき*さꜜる
nhk;オキシダント;ꜛおꜜき*しだんと
nhk;オキシダント;おꜛき*しだꜜんと
nhk;沖釣り;おꜛきずり
nhk;沖釣り;おꜛきづり
nhk;置き土;おꜛきつ*ち
nhk;置きっ放し;おꜛき*っぱなし
nhk;掟;おꜛき*て
nhk;置き手紙;おꜛき*てꜜが~み
nhk;置き手ぬぐい;おꜛき*てꜜぬぐ~い
nhk;置き手拭い;おꜛき*てꜜぬぐ~い
nhk;置き時計;おꜛきどꜜけい
nhk;置き所;おꜛきどころ
nhk;置き所;おꜛきどꜜころ
nhk;翁;ꜛおꜜきな
nhk;翁;おꜛきな
nhk;翁飴;おꜛきなꜜあめ
nhk;補い;おꜛぎ~ない
nhk;補い;おꜛぎ~なꜜい
nhk;補う;おꜛぎ~なꜜう
nhk;起き直る;おꜛきなおꜜる
nhk;起き直る;おꜛきなおる
nhk;翁草;おꜛきなꜜぐ~さ
nhk;沖縄;おꜛきなわ
nhk;お気に入り;おꜛきにいり
nhk;沖荷役;おꜛきにꜜやく
nhk;起き抜け;おꜛきぬけ
nhk;お気の毒;おꜛきのどく
nhk;お気の毒さま;おꜛきのどく*さま
nhk;置き場;おꜛきば
nhk;置き場所;おꜛきばしょ
nhk;おき火;おꜛきび
nhk;燠火;おꜛきび
nhk;置き引き;おꜛきびき
nhk;起き伏し;おꜛきꜜふ*し
nhk;起き伏し;ꜛおꜜきふ*し
nhk;置き舞台;おꜛきぶꜜたい
nhk;お決まり;おꜛきꜜまり
nhk;お決まり;おꜛきまり
nhk;置き土産;おꜛきみꜜやげ~
nhk;置物;おꜛきもの
nhk;お客;おꜛきゃく
nhk;お客様;おꜛきゃく*さꜜま
nhk;お客様;おꜛきゃく*さま
nhk;お客様;おꜛきゃく*さまꜜ
nhk;お客さん;おꜛきゃく*さん
nhk;お侠;おꜛきゃꜜん
nhk;荻生徂徠;おꜛぎ~ゅうそꜜらい
nhk;お経;おꜛきょう
nhk;御形;おꜛぎ~ょう
nhk;お経料;おꜛきょうりょう
nhk;お経料;おꜛきょꜜうりょう
nhk;起きる;おꜛきꜜる
nhk;置き忘れ;おꜛきわすれ
nhk;置き忘れる;おꜛきわすれꜜる
nhk;沖渡し;おꜛきわꜜたし
nhk;奥;ꜛおꜜく
nhk;億;ꜛおꜜく
nhk;屋;ꜛおꜜく
nhk;置く;おꜛく
nhk;擱く;おꜛく
nhk;お食い初め;おꜛくいぞめ
nhk;屋外;おꜛくꜜが~い
nhk;奥書;おꜛくが~き
nhk;奥方;おꜛくが~た
nhk;奥方;おꜛくꜜが~た
nhk;奥義;ꜛおꜜくぎ~
nhk;奥玄関;おꜛくげꜜんかん
nhk;奥小姓;おꜛくご~ꜜしょう
nhk;奥御殿;おꜛくごꜜてん
nhk;奥座敷;おꜛくざꜜし*き
nhk;奥様;ꜛおꜜく*さま
nhk;奥さん;ꜛおꜜく*さん
nhk;御髪;おꜛぐ~し
nhk;おぐし上げ;おꜛぐ~しあげ~
nhk;御髪上げ;おꜛぐ~しあげ~
nhk;おぐし上げ;おꜛぐ~しꜜあげ~
nhk;御髪上げ;おꜛぐ~しꜜあげ~
nhk;奥書院;おꜛく*しょꜜいん
nhk;屋上;おꜛくじょう
nhk;奥女中;おꜛくじょꜜちゅう
nhk;奥付;おꜛくずけ
nhk;奥付;おꜛくづけ
nhk;憶する;おꜛく*すꜜる
nhk;憶説;おꜛく*せつ
nhk;憶測;おꜛく*そく
nhk;奥底;おꜛく*そこ
nhk;オクターブ;おꜛく*たꜜあぶ
nhk;憶断;おꜛくだん
nhk;オクタン価;おꜛく*たꜜんか
nhk;奥地;ꜛおꜜく*ち
nhk;奥地;おꜛく*ち
nhk;お口汚し;おꜛく*ちよꜜご~し
nhk;晩稲;おꜛく*て
nhk;晩稲;おꜛく*てꜜ
nhk;奥手;おꜛく*て
nhk;奥手;おꜛく*てꜜ
nhk;奥伝;おꜛくでん
nhk;奥年寄り;おꜛくどꜜしより
nhk;屋内;おꜛくꜜない
nhk;屋内コート;おꜛくないこꜜうと
nhk;お国;おꜛくに
nhk;お国入り;おꜛくにいり
nhk;奥2階;おꜛくにꜜかい
nhk;奥二階;おꜛくにꜜかい
nhk;阿国歌舞伎;おꜛくにかꜜぶき
nhk;お国自慢;おꜛくにじꜜまん
nhk;お国なまり;おꜛくになꜜまり
nhk;お国風;おꜛくにふう
nhk;お国ぶり;おꜛくにぶり
nhk;奥の院;おꜛくのꜜいん
nhk;奥の手;おꜛくのꜜて
nhk;奥の手;おꜛくのてꜜ
nhk;奥の間;ꜛおꜜくのま
nhk;奥の間;おꜛくのま
nhk;奥歯;ꜛおꜜくば
nhk;おくび;おꜛくび
nhk;臆病;おꜛくびょꜜう
nhk;おくびょう風;おꜛくびょꜜうかぜ
nhk;臆病風;おꜛくびょꜜうかぜ
nhk;おくびょう神;おꜛくびょꜜうが~み
nhk;臆病神;おꜛくびょꜜうが~み
nhk;おくびょう神;おꜛくびょうが~み
nhk;臆病神;おꜛくびょうが~み
nhk;おくびょう者;おꜛくびょうもの
nhk;臆病者;おꜛくびょうもの
nhk;おくびょう者;おꜛくびょうものꜜ
nhk;臆病者;おꜛくびょうものꜜ
nhk;奥深い;おꜛくふ*かꜜい
nhk;奥まる;おꜛくまꜜる
nhk;億万;おꜛくまꜜん
nhk;衽;おꜛくみꜜ
nhk;おくみ下がり;おꜛくみさꜜが~り
nhk;衽下がり;おꜛくみさꜜが~り
nhk;奥向き;おꜛくむき
nhk;臆面;おꜛくめん
nhk;お供物;おꜛくꜜもつ
nhk;奥山;おꜛくやま
nhk;奥山;おꜛくꜜやま
nhk;奥山;ꜛおꜜくやま
nhk;奥ゆかしい;おꜛくゆかしꜜい
nhk;奥行き;おꜛくゆき
nhk;奥許し;おꜛくゆꜜるし
nhk;お蔵;おꜛくら
nhk;オクラ;おꜛくら
nhk;小倉;おꜛぐ~ら
nhk;小倉あん;おꜛぐ~らあん
nhk;小倉餡;おꜛぐ~らあん
nhk;小倉あん;おꜛぐ~らꜜあん
nhk;小倉餡;おꜛぐ~らꜜあん
nhk;小暗い;おꜛぐ~らꜜい
nhk;小暗い;おꜛぐ~らい
nhk;御蔵入り;おꜛくらいり
nhk;小倉汁粉;おꜛぐ~らじꜜるこ
nhk;遅らす;おꜛくらす
nhk;遅らせる;おꜛくらせる
nhk;小倉百人一首;おꜛぐ~らひゃくにんいꜜっしゅ
nhk;小倉百人一首;ꜛおぐ~ꜜらひゃꜛくにんいꜜっしゅ
nhk;送り;おꜛくり
nhk;送りおおかみ;おꜛくりおꜜうかみ
nhk;送りおおかみ;おꜛくりおꜜおかみ
nhk;送り返す;おꜛくりかꜜえす
nhk;送りがな;おꜛくりが~な
nhk;送り込む;おꜛくりこꜜむ
nhk;送り先;おꜛくりさき
nhk;送り状;おꜛくりじょう
nhk;送り状;おꜛくりꜜじょう
nhk;送り倒し;おꜛくりたおし
nhk;送り出し;おꜛくりだし
nhk;送り出す;おꜛくりだꜜす
nhk;送りつける;おꜛくりつ*けꜜる
nhk;送り手;おꜛくりて
nhk;送り届ける;おꜛくりとどけꜜる
nhk;おくり名;おꜛくりな
nhk;諡;おꜛくりな
nhk;おくり名;おꜛくりꜜな
nhk;諡;おꜛくりꜜな
nhk;送り直す;おꜛくりなおꜜす
nhk;送り主;おꜛくりꜜぬし
nhk;送りバント;おꜛくりばꜜんと
nhk;送り火;おꜛくりꜜび
nhk;送り火;おꜛくりび
nhk;送り迎え;おꜛくりむかえ
nhk;送り迎え;おꜛくりむꜜかえ
nhk;贈り物;おꜛくりもの
nhk;送る;おꜛくる
nhk;贈る;おꜛくる
nhk;御包;おꜛくꜜるみ
nhk;遅れ;おꜛくれ
nhk;後れ;おꜛくれ
nhk;後れ毛;おꜛくれげ~
nhk;遅れ咲き;おꜛくれざき
nhk;遅ればせ;おꜛくればせ
nhk;遅れる;おꜛくれる
nhk;後れる;おꜛくれる
nhk;桶;ꜛおꜜけ
nhk;桶風呂;おꜛけぶろ
nhk;おけ屋;おꜛけや
nhk;桶屋;おꜛけや
nhk;おけ屋;おꜛけꜜや
nhk;桶屋;おꜛけꜜや
nhk;螻蛄;おꜛけら
nhk;朮;おꜛけら
nhk;於ける;おꜛけꜜる
nhk;於ける;おꜛける
nhk;お声がかり;おꜛこえが~ꜜかり
nhk;お香こ;おꜛこうこ
nhk;おこがましい;おꜛこが~ましꜜい
nhk;お子様;おꜛこさま
nhk;お子さん;おꜛこさん
nhk;お腰;おꜛこꜜし
nhk;お越し;おꜛこし
nhk;おこし入れ;おꜛこしいれ
nhk;お輿入れ;おꜛこしいれ
nhk;起こす;おꜛこꜜす
nhk;興す;おꜛこꜜす
nhk;熾す;おꜛこꜜす
nhk;おこぜ;おꜛこꜜぜ
nhk;厳か;おꜛご~ꜜそか
nhk;お高祖頭巾;おꜛこそずꜜきん
nhk;おこた;おꜛこꜜた
nhk;怠り;おꜛこたり
nhk;怠る;おꜛこたる
nhk;怠る;おꜛこたꜜる
nhk;ヲコト点;おꜛことꜜてん
nhk;ヲコト点;おꜛことてん
nhk;行い;おꜛこない
nhk;行い澄ます;おꜛこないすまꜜす
nhk;行う;おꜛこなう
nhk;行われる;おꜛこなわれる
